definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Romero_Leyre Ochsner_Svenja
Zidansek_Tamara Arcidiacono_Federica
Guerrero_Eva Brodsky_Gail
Mcadoo_Rasheeda Livianu_Jessica
Ekani_Irys Rogowska_Olivia
Gavrila_Oana Molinaro_Eleonora
Akita_Shiho Murta_Ines
Mrdeza_Tereza Khromacheva_Irina
Vekic_Donna Chaudhari_Vaidehi
Bonaventure_Ysaline Yadav_Mihika
Kruger_Isabella Andrianjafitrimo_Tessah
Ostlund_Fanny Klincov_Bojana
Barty_Ashleigh Simmonds_Chanel
Hogenkamp_Richel Chernyshova_Maryna
Bogdan_Ana sramkova_Rebecca
Silich_Alina Price_Gabriella
Fossa_Nicole Turati_Anna
CvetkoviC_Tina Estable_Julieta
Carrillo_Alba Fernanda_Maria
Maitane_Usue Szabanin_Natalia
Zhu_Lin Sofia_Ana
Falconi_Irina Nagy_Adrienn
Kim_Da-bin Sleeth_Layne
Vickery_Sachia Hondo_Sakura
Drahota_Dorka Perez_Ellen
Tan_Harmony Dunne_Katy
Sakatsume_Himeno Kozaki_Funa
Minokoshi_Mai Zhang_Yuxuan
Tauson_Clara Shinikova_Isabella
Chanta_Aunchisa Arshinkova_Petia
Delai_Melania Shymanovich_Iryna
Kruzhkova_Daria Shapatava_Sofia
Cabrera_Lizette Aksu_Ayla
Sugnaux_Tess PotoCnik_Nina
Jaruskova_Timea Albie_Audrey
Wu_Ho-Ching Osuigwe_Whitney
You_Xiaodi Lamens_Suzan
Muhammad_Asia Krywoj_Melany
Sabalenka_Aryna Hirata_Ayumi
Gatica_Barbara Osaka_Naomi
Rybakina_Elena Parnaby_Alana
Cortez_Lucia Brengle_Madison
Koshiishi_Ayumi Wang_Xinyu
Maria_Patricia KrejCikova_Barbora
Galfi_Dalma Ezzat_Yasmin
Kolzer_Romy Mintegi_Ane
Raggi_Angelica Smith_Tina
Sharipova_Sabina Boisson_Lois
Lodikova_Daria Orpana_Oona
Sun_Ziyue Lopatetska_Daria
Gauff_Cori Raducanu_Emma
Ferrando_Cristiana Bartone_Kamilla
Reyngold_Ekaterina Meyer_Luisa
Pliskova_Kristyna Craciun_Georgia
Bulgaru_Miriam Bihan_Kelia
Hoste_Claudia Uchijima_Moyuka
Topalova_Gergana Atucha_Ainhoa
Jandakate_Chompoothip Cheapchandej_Patcharin
Yerolymos_Margot Dema_Viktoriia
Chiesa_Deborah Diatchenko_Vitalia
Jorge_Matilde Laskutova_Ksenia
Morderger_Yana Bouchard_Eugenie
Kania_Paula Tang_Qianhui
Cengiz_Berfu Stefani_Luisa
Zidansek_Tamara Romero_Leyre
Guerrero_Eva Mcadoo_Rasheeda
Gavrila_Oana Ekani_Irys
Akita_Shiho Mrdeza_Tereza
Vekic_Donna Bonaventure_Ysaline
Ostlund_Fanny Kruger_Isabella
Barty_Ashleigh Hogenkamp_Richel
Silich_Alina Bogdan_Ana
CvetkoviC_Tina Fossa_Nicole
Maitane_Usue Carrillo_Alba
Falconi_Irina Zhu_Lin
Vickery_Sachia Kim_Da-bin
Drahota_Dorka Tan_Harmony
Sakatsume_Himeno Minokoshi_Mai
Tauson_Clara Chanta_Aunchisa
