definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Osuigwe_Whitney Barnett_Alicia
Gavrilova_Daria Pachkaleva_Taisya
Amanmuradova_Akgul Tomanova_Nikola
Boisson_Lois Muramatsu_Chihiro
Anisimova_Amanda Hibino_Nao
Imanishi_Miharu Peterson_Rebecca
Carter_Hayley Baptiste_Hailey
Bucsa_Cristina Vecic_Alexandra
Bondar_Anna Marcinko_Petra
Scott_Katrina Hindova_Denisa
Kung_Leonie Bouzas_Jessica
Ormaechea_Paula Desai_Zeel
Rame_Alice Morderger_Tayisiya
Aikawa_Mayuka Kerber_Angelique
Burel_Clara Cocciaretto_Elisabetta
Bilardo_Federica Bakhmutkina_Polina
Yerolymos_Margot Keys_Madison
Moore_Tara Flipkens_Kirsten
Bondarenko_Maria Min_Grace
Lacasse_Raphaelle Lee_Eunhye
Dmitrichenko_Yekaterina Rybakina_Elena
Bojovic_Jana Cheapchandej_Patcharin
Mendez_Seone Raggi_Angelica
Morderger_Yana Kawamura_Mana
Lao_Danielle Rubini_Stefania
Siskova_Anna Karatancheva_Lia
Lantigua_Ana Kimmelmann_Julia
Cirstea_Sorana Kuwata_Hiroko
Loredana_Ioana Black_Hurricane
Hartono_Arianne Dartron_emeline
Colmegna_Martina Kruger_Isabella
Hibi_Mayo Cheong_Naomi
Kawaguchi_Natsumi Giavara_Haley
Carreras_Amanda Luikham_Jennifer
Lim_Alize Husaric_Anita
Konta_Johanna Branstine_Carson
Kuznetsova_Svetlana Shusharina_Maria
Lumsden_Maia Vesnina_Elena
Bozovic_Alexandra Jebawy_Jasmin
Hatouka_Yuliya Rutlauka_Sabine
Ponchet_Jessika Ochsner_Svenja
Ng_Taylor Kovinic_Danka
Demidova_Diana Brito_Fernanda
Vedder_Eva Glushko_Julia
Lee_Pei-chi Cengiz_Berfu
Evtimova_Dia Gleason_Quinn
KrejCikova_Barbora Broady_Naomi
Samir_Sandra Buzarnescu_Mihaela
Flink_Varvara Okuno_Ayaka
Vroome_Indy Collins_Danielle
Pislak_Manca Cuk_Pia
Glushko_Lina Alexandrova_Ekaterina
Kinard_Tori Parazinskaite_Akvile
Gatica_Barbara Kasatkina_Daria
Sorribes_Sara Droguet_Aubane
CvetkoviC_Tina Cabaj_Jacqueline
Parres_Olga Mateas_Maria
Pigato_Lisa Gervais_Julie
Krunic_Aleksandra Zhuk_Sofya
Estable_Julieta Granwehr_Alina
Kontaveit_Anett Gamarra_Ingrid
Robbe_Alice Jeong_Sunam
Primorac_Iva Hon_Priscilla
Fita_Angela Atucha_Ainhoa
Osuigwe_Whitney Gavrilova_Daria
Amanmuradova_Akgul Boisson_Lois
Imanishi_Miharu Anisimova_Amanda
Bucsa_Cristina Carter_Hayley
Scott_Katrina Bondar_Anna
Kung_Leonie Ormaechea_Paula
Aikawa_Mayuka Rame_Alice
Burel_Clara Bilardo_Federica
Yerolymos_Margot Moore_Tara
Bondarenko_Maria Lacasse_Raphaelle
Dmitrichenko_Yekaterina Bojovic_Jana
Mendez_Seone Morderger_Yana
Lao_Danielle Siskova_Anna
Lantigua_Ana Cirstea_Sorana
Loredana_Ioana Hartono_Arianne
Hibi_Mayo Colmegna_Martina
Carreras_Amanda Kawaguchi_Natsumi
Konta_Johanna Lim_Alize
Kuznetsova_Svetlana Lumsden_Maia
Hatouka_Yuliya Bozovic_Alexandra
Ponchet_Jessika Ng_Taylor
Demidova_Diana Vedder_Eva
Evtimova_Dia Lee_Pei-chi
KrejCikova_Barbora Samir_Sandra
Flink_Varvara Vroome_Indy
Pislak_Manca Glushko_Lina
Kinard_Tori Gatica_Barbara
CvetkoviC_Tina Sorribes_Sara
Parres_Olga Pigato_Lisa
Estable_Julieta Krunic_Aleksandra
Robbe_Alice Kontaveit_Anett
Fita_Angela Primorac_Iva
Amanmuradova_Akgul Osuigwe_Whitney
Imanishi_Miharu Bucsa_Cristina
Kung_Leonie Scott_Katrina
Aikawa_Mayuka Burel_Clara
Yerolymos_Margot Bondarenko_Maria
Mendez_Seone Dmitrichenko_Yekaterina
Lao_Danielle Lantigua_Ana
Loredana_Ioana Hibi_Mayo
Konta_Johanna Carreras_Amanda
Hatouka_Yuliya Kuznetsova_Svetlana
Ponchet_Jessika Demidova_Diana
KrejCikova_Barbora Evtimova_Dia
Pislak_Manca Flink_Varvara
CvetkoviC_Tina Kinard_Tori
Parres_Olga Estable_Julieta
Robbe_Alice Fita_Angela
Amanmuradova_Akgul Imanishi_Miharu
Aikawa_Mayuka Kung_Leonie
Yerolymos_Margot Mendez_Seone
Lao_Danielle Loredana_Ioana
Konta_Johanna Hatouka_Yuliya
KrejCikova_Barbora Ponchet_Jessika
CvetkoviC_Tina Pislak_Manca
Robbe_Alice Parres_Olga
Amanmuradova_Akgul Aikawa_Mayuka
Lao_Danielle Yerolymos_Margot
KrejCikova_Barbora Konta_Johanna
Robbe_Alice CvetkoviC_Tina
Lao_Danielle Amanmuradova_Akgul
Robbe_Alice KrejCikova_Barbora
Robbe_Alice Lao_Danielle
enregistrement_tournoi New-York 2019
Lee_Hua-Chen Mishina_Daria
Papamichail_Despina Kessler_Mccartney
Portillo_Maria Cherubini_Diletta
Charaeva_Alina Gleason_Quinn
Partaud_Marine Lazaro_Andrea
Atucha_Ainhoa Kerber_Angelique
Shoshyna_Anastasiya Lao_Danielle
Plazas_Jessica Babos_Timea
Lahey_Ashley Miklova_Barbora
Cengiz_Berfu Dagan_Mika
Shymanovich_Iryna Bandecchi_Susan
Celik_Susanne Kajuru_Ange
Fita_Angela Neel_Ingrid
Hirata_Ayumi Kan_Victoria
Ferrando_Cristiana Dulgheru_Alexandra
Hartono_Arianne Melnikova_Marina
Frech_Magdalena Subhash_Natasha
Prisacariu_Andreea Gavrilova_Daria
Graham_Alexa Chlpac_Agustina
Stokke_Melanie Hoedt_Merel
Cornet_Alize Sasnovich_Aliaksandra
Meyer_Luisa Rogers_Shelby
Ying_Man Hon_Priscilla
Tomic_Sara Collins_Danielle
Bektas_Emina Rybakina_Elena
Tan_Harmony Sanz-Llaneza_Almudena
Lukacs_Vanda Sutjiadi_Aldila
Bertoloni_Anita Popovic_Ivana
Montgomery_Robin Primorac_Iva
Carter_Hayley Dentoni_Corinna
Boisson_Lois Sukhotina_Anastasia
Flink_Varvara Capurro_Martina
Schunk_Nastasja CvetkoviC_Tina
Azarenka_Victoria Friedsam_Anna-Lena
Gaspar_Ioana Galfi_Dalma
Sun_Ziyue Burdina_Evgeniya
Okamura_Kyoka Smith_Alicia
Kimmelmann_Julia You_Xiaodi
Gadient_Nicole Hontama_Mai
Al-Nabhani_Fatma Plipuech_Peangtarn
Zuger_Joanne Kuznetsova_Svetlana
Scilipoti_Sebastianna Zhao_Carol
Kolodziejova_Miriam Sato_Himari
sramkova_Rebecca Malygina_Elena
Garland_Joanna Potapova_Anastasia
Namigata_Junri Webley-Smith_Emily
Haas_Barbara Ivanova_Dasha
Benoit_Marie Grana_Thaisa
Wang_Yafan Naito_Yuki
Garcia_Caroline Cavalle-Reimers_Yvonne
Brady_Jennifer Avdeeva_Julia
Halep_Simona Krywoj_Melany
Bondarenko_Maria Koval_Vlada
Vismane_Daniela Yi_Hong
Ushijima_Risa Bejlek_Sara
Kolodynska_Jana KuCova_Kristina
Ayukawa_Mana Evtimova_Dia
